id,group,reference_difficulty
translation_001795,translation_control,-8.032191157341003
translation_001815,translation_control,-20.532280921936035
translation_001816,translation_control,-15.403983116149902
translation_001818,translation_control,-13.746456146240234
translation_001819,translation_control,-8.193493604660034
translation_001820,translation_control,-16.61092758178711
translation_001822,translation_control,-15.198932647705078
translation_001859,translation_control,-24.934273719787598
translation_001868,translation_control,-10.883370399475098
translation_001874,translation_control,-14.20177173614502
translation_001885,translation_control,-7.30048680305481
translation_001886,translation_control,-3.60658198595047
translation_001887,translation_control,-6.17257833480835
translation_001888,translation_control,-23.4134464263916
translation_001890,translation_control,-17.349730014801025
translation_001891,translation_control,-22.713146209716797
translation_001894,translation_control,-15.849946022033691
translation_001897,translation_control,-19.54193687438965
translation_001904,translation_control,-20.30810546875
translation_001908,translation_control,-13.142866134643555
translation_001910,translation_control,-16.59902000427246
translation_001911,translation_control,-16.528053283691406
translation_001912,translation_control,-13.341282367706299
translation_001915,translation_control,-18.57228946685791
translation_001916,translation_control,-18.501322746276855
translation_001917,translation_control,-15.314551830291748
translation_001923,translation_control,-14.27266550064087
translation_001924,translation_control,-13.59584903717041
translation_002027,translation_control,-6.928959131240845
translation_002028,translation_control,-13.18381381034851
translation_002030,translation_control,-10.328190565109253
translation_002082,translation_control,-8.056035995483398
translation_002087,translation_control,-7.063507795333862
translation_002088,translation_control,-7.988675355911255
translation_002099,translation_control,-11.036314208060503
translation_002100,translation_control,-16.173608779907227
translation_002111,translation_control,-12.976181983947754
translation_002113,translation_control,-14.066287994384766
translation_002158,translation_control,-9.007479071617126
translation_002178,translation_control,-15.516880512237549
translation_002179,translation_control,-15.35608720779419
translation_002196,translation_control,-9.227630376815796
translation_002197,translation_control,-8.961335182189941
translation_002258,translation_control,-5.20144510269165
translation_002264,translation_control,-10.67056655883789
translation_002265,translation_control,-6.105272650718689
translation_002279,translation_control,-18.910391807556152
translation_002286,translation_control,-7.53413200378418
translation_002316,translation_control,-16.251617431640625
translation_002322,translation_control,-11.097668409347534
translation_002325,translation_control,-9.091477870941162
translation_002384,translation_control,-6.306198596954346
translation_002385,translation_control,-3.7652688026428223
translation_002387,translation_control,-4.09601616859436
translation_002428,translation_control,-20.32349967956543
translation_002430,translation_control,-18.995596885681152
translation_002465,translation_control,-19.54599380493164
translation_002506,translation_control,-6.5712995529174805
translation_002527,translation_control,-2.67188560962677
translation_002531,translation_control,-2.5310146808624268
translation_002535,translation_control,-6.191598057746887
translation_002551,translation_control,-5.860621929168701
translation_002602,translation_control,-13.259129762649536
translation_002603,translation_control,-6.6227641105651855
translation_002604,translation_control,-5.862106084823608
translation_002609,translation_control,-4.591492652893066
translation_002612,translation_control,-5.283761501312256
translation_002624,translation_control,-4.195233941078186
translation_002644,translation_control,-21.290935516357422
translation_002645,translation_control,-16.99897861480713
translation_002647,translation_control,-8.645726680755615
translation_002654,translation_control,-6.425517320632935
translation_002665,translation_control,-5.414043664932251
translation_002666,translation_control,-6.2991461753845215
translation_002682,translation_control,-4.387686491012573
translation_002690,translation_control,-20.11985683441162
translation_002722,translation_control,-3.195583701133728
translation_002774,translation_control,-14.67387866973877
translation_002804,translation_control,-19.176088333129883
translation_002808,translation_control,-13.052924156188965
translation_002809,translation_control,-14.064795970916748
translation_002810,translation_control,-10.70350980758667
translation_002811,translation_control,-6.963432967662811
translation_002812,translation_control,-7.9753047823905945
translation_002813,translation_control,-13.747884273529053
translation_002814,translation_control,-14.759756088256836
translation_002817,translation_control,-11.38925838470459
translation_002818,translation_control,-12.401130199432373
translation_002821,translation_control,-8.949593544006348
translation_002822,translation_control,-9.96146535873413
translation_002956,translation_control,-5.913142204284668
translation_002967,translation_control,-9.404657006263733
translation_002968,translation_control,-9.93690550327301
translation_002982,translation_control,-11.507593154907227
translation_003030,translation_control,-6.1212193965911865
translation_003031,translation_control,-6.2925379276275635
translation_003199,translation_control,-6.846814453601837
translation_003200,translation_control,-9.402324199676514
translation_003202,translation_control,-8.120153069496155
translation_003233,translation_control,-28.034286499023438
translation_003237,translation_control,-18.725832223892212
translation_003238,translation_control,-7.4140143394470215
translation_003240,translation_control,-9.076879978179932
translation_003244,translation_control,-1.838205873966217
translation_003249,translation_control,-8.075066089630127
translation_003368,translation_control,-4.101966738700867
translation_003369,translation_control,-6.4855345487594604
translation_003373,translation_control,-4.761734485626221
translation_003420,translation_control,-13.28791856765747
translation_003442,translation_control,-7.543667793273926
translation_003481,translation_control,-13.808830738067627
translation_003524,translation_control,-7.984219074249268
translation_003537,translation_control,-17.673901557922363
translation_003543,translation_control,-25.717537879943848
translation_003544,translation_control,-26.82225799560547
translation_003565,translation_control,-16.823861122131348
translation_003620,translation_control,-5.383144736289978
translation_003626,translation_control,-23.155317306518555
translation_003627,translation_control,-25.601588249206543
translation_003735,translation_control,-18.86578369140625
translation_003737,translation_control,-16.247440814971924
translation_003740,translation_control,-12.720769882202148
translation_003781,translation_control,-22.794100761413574
translation_003783,translation_control,-22.176203727722168
translation_003784,translation_control,-16.48576259613037
translation_003808,translation_control,-21.89392375946045
translation_003810,translation_control,-26.515854835510254
translation_003816,translation_control,-3.7890704870224
translation_003846,translation_control,-6.846778631210327
translation_003884,translation_control,-8.988330364227295
translation_003896,translation_control,-6.112194299697876
translation_003897,translation_control,-4.457091778516769
translation_003953,translation_control,-5.401953816413879
translation_003973,translation_control,-21.655685424804688
translation_003974,translation_control,-22.997178077697754
translation_003975,translation_control,-14.717746019363403
translation_004013,translation_control,-14.227800369262695
translation_004014,translation_control,-15.571038246154785
translation_004015,translation_control,-7.345092535018921
translation_004016,translation_control,-12.448623657226562
translation_004017,translation_control,-13.264554977416992
translation_004071,translation_control,-8.62021017074585
translation_004073,translation_control,-8.07826280593872
translation_004077,translation_control,-7.8140071630477905
translation_004080,translation_control,-3.5918067693710327
translation_004083,translation_control,-5.039363741874695
translation_004084,translation_control,-11.881535530090332
translation_004085,translation_control,-4.6253350377082825
translation_004086,translation_control,-9.415365219116211
translation_004087,translation_control,-9.603408336639404
translation_004088,translation_control,-10.726150512695312
translation_004089,translation_control,-6.106440544128418
translation_004108,translation_control,-16.735814094543457
translation_004111,translation_control,-14.489145755767822
translation_004112,translation_control,-15.61188793182373
translation_004146,translation_control,-12.47195328772068
translation_004195,translation_control,-15.858039379119873
translation_004259,translation_control,-16.78541612625122
translation_004261,translation_control,-14.32241678237915
translation_004265,translation_control,-11.889426708221436
translation_004279,translation_control,-15.11245059967041
translation_004281,translation_control,-9.51003360748291
translation_004309,translation_control,-23.344515800476074
translation_004311,translation_control,-17.742098808288574
translation_004321,translation_control,-12.753786563873291
translation_004345,translation_control,-13.686870098114014
translation_004371,translation_control,-11.880175113677979
translation_004380,translation_control,-9.658835273236036
translation_004381,translation_control,-6.247027736157179
translation_004382,translation_control,-4.35168157145381
translation_004401,translation_control,-19.937427520751953
translation_004406,translation_control,-13.910236358642578
translation_004416,translation_control,-27.20406723022461
translation_004437,translation_control,-10.653515338897705
translation_004458,translation_control,-8.896791696548462
translation_004491,translation_control,-9.741750836372375
translation_004492,translation_control,-5.052586078643799
translation_004493,translation_control,-7.128284573554993
translation_004518,translation_control,-16.985533714294434
translation_004600,translation_control,-7.316269874572754
translation_004601,translation_control,-7.268476486206055
translation_004602,translation_control,-16.672468662261963
translation_004603,translation_control,-8.526631832122803
translation_004615,translation_control,-4.185959100723267
translation_004625,translation_control,-9.47894287109375
translation_004626,translation_control,-11.724255084991455
translation_004628,translation_control,-7.551607370376587
translation_004704,translation_control,-8.873443126678467
translation_004711,translation_control,-11.560797095298767
translation_004713,translation_control,-9.254796504974365
translation_004714,translation_control,-7.9782222509384155
translation_004727,translation_control,-11.022348165512085
translation_004728,translation_control,-6.4862754344940186
translation_004782,translation_control,-6.611199378967285
translation_004783,translation_control,-4.341178059577942
translation_004785,translation_control,-6.80621337890625
translation_004786,translation_control,-7.388193130493164
translation_004792,translation_control,-19.29919719696045
translation_004793,translation_control,-20.119688034057617
translation_004794,translation_control,-23.609965324401855
translation_004795,translation_control,-17.99358367919922
translation_004816,translation_control,-8.744391202926636
translation_004820,translation_control,-6.1857099533081055
translation_004821,translation_control,-10.640259027481079
translation_004879,translation_control,-6.901294469833374
translation_004883,translation_control,-4.272547960281372
translation_004941,translation_control,-14.846728801727295
translation_004943,translation_control,-16.526489734649658
translation_005027,translation_control,-8.382688999176025
translation_005028,translation_control,-4.050884008407593
translation_005031,translation_control,-5.467051267623901
translation_005037,translation_control,-1.010123547166586
translation_005038,translation_control,-5.362801428884268
translation_005039,translation_control,-2.8655074797570705
translation_005040,translation_control,-5.8189376555383205
translation_005055,translation_control,-5.26993203163147
translation_005056,translation_control,-7.346900224685669
translation_005059,translation_control,-3.7757452726364136
translation_005060,translation_control,-9.075870513916016
translation_005075,translation_control,-7.38489305973053
translation_005081,translation_control,-9.941089391708374
translation_005082,translation_control,-7.765823602676392
translation_005117,translation_control,-6.280918836593628
translation_005119,translation_control,-11.68029236793518
translation_005130,translation_control,-16.211788654327393
translation_005142,translation_control,-7.668160676956177
translation_005143,translation_control,-7.653944969177246
translation_005145,translation_control,-7.087515115737915
translation_005147,translation_control,-10.57292914390564
translation_005148,translation_control,-6.252762794494629
translation_005149,translation_control,-7.183432340621948
translation_005150,translation_control,-4.734140634536743
translation_005151,translation_control,-3.922935128211975
translation_005157,translation_control,-2.8063048720359802
translation_005158,translation_control,-1.9950993657112122
translation_005223,translation_control,-10.617478370666504
translation_005288,translation_control,-2.5716960097197443
translation_005328,translation_control,-9.423332452774048
translation_005331,translation_control,-19.53874135017395
translation_005347,translation_control,-28.297621726989746
translation_005348,translation_control,-21.204870223999023
translation_005374,translation_control,-6.425304412841797
translation_005376,translation_control,-6.266000509262085
translation_005377,translation_control,-5.780932664871216
translation_005378,translation_control,-6.240258455276489
translation_005380,translation_control,-4.580341339111328
translation_005382,translation_control,-7.568002820014954
translation_005426,translation_control,-7.7956238985061646
translation_005433,translation_control,-10.429011821746826
translation_005434,translation_control,-9.88100814819336
translation_005435,translation_control,-10.305948495864868
translation_005445,translation_control,-14.369888305664062
translation_005446,translation_control,-13.218605995178223
translation_005488,translation_control,-9.611557006835938
translation_005506,translation_control,-10.049359798431396
translation_005507,translation_control,-8.591255903244019
translation_005509,translation_control,-8.989329814910889
translation_005510,translation_control,-11.697778701782227
translation_005511,translation_control,-10.431082248687744
translation_005531,translation_control,-12.008204221725464
translation_005532,translation_control,-6.1425182819366455
translation_005533,translation_control,-4.176387786865234
translation_005534,translation_control,-4.917844295501709
translation_005535,translation_control,-5.825842618942261
translation_005536,translation_control,-7.600280046463013
translation_005539,translation_control,-11.160887658596039
translation_005542,translation_control,-4.070527732372284
translation_005543,translation_control,-4.978526055812836
translation_005544,translation_control,-6.752963483333588
translation_005612,translation_control,-18.834943771362305
translation_005628,translation_control,-20.899678230285645
translation_005652,translation_control,-9.557166576385498
translation_005653,translation_control,-7.292963981628418
translation_005655,translation_control,-6.1432013511657715
translation_005656,translation_control,-5.7305216789245605
translation_005683,translation_control,-5.901763677597046
translation_005684,translation_control,-5.489084005355835
translation_005709,translation_control,-11.311718940734863
translation_005726,translation_control,-10.168973863124847
translation_005732,translation_control,-4.382252812385559
translation_005742,translation_control,-9.757824420928955
translation_005743,translation_control,-10.136021137237549
translation_005744,translation_control,-6.20821750164032
translation_005812,translation_control,-11.934125900268555
translation_005813,translation_control,-9.397215604782104
translation_005822,translation_control,-15.995691299438477
translation_005823,translation_control,-20.80305576324463
translation_005824,translation_control,-13.37466049194336
translation_005866,translation_control,-6.735147953033447
translation_005869,translation_control,-5.276560544967651
translation_005872,translation_control,-6.93427848815918
translation_005875,translation_control,-3.3197834491729736
translation_005884,translation_control,-6.123932838439941
translation_005910,translation_control,-13.118622541427612
translation_005918,translation_control,-20.341819763183594
translation_005920,translation_control,-14.321601867675781
translation_005921,translation_control,-13.9135901927948
translation_005922,translation_control,-16.76351499557495
translation_005950,translation_control,-13.745234489440918
translation_005962,translation_control,-12.402820587158203
translation_005983,translation_control,-13.959381103515625
translation_006000,translation_control,-23.492406845092773
translation_006001,translation_control,-18.503663063049316
translation_006002,translation_control,-24.220497131347656
translation_006003,translation_control,-21.707966804504395
translation_006046,translation_control,-13.230989456176758
translation_006047,translation_control,-12.280919075012207
translation_006048,translation_control,-14.02841567993164
translation_006052,translation_control,-2.8034468293190002
translation_006117,translation_control,-3.737217903137207
translation_006121,translation_control,-6.566731810569763
translation_006133,translation_control,-7.168199777603149
translation_006135,translation_control,-9.355481624603271
translation_006137,translation_control,-9.847238063812256
translation_006155,translation_control,-5.609042644500732
translation_006158,translation_control,-12.841241359710693
translation_006159,translation_control,-11.780064582824707
translation_006160,translation_control,-7.252745032310486
translation_006175,translation_control,-3.726043224334717
translation_006176,translation_control,-9.02412748336792
translation_006177,translation_control,-8.489501476287842
translation_006217,translation_control,-5.6449443101882935
translation_006218,translation_control,-8.602134943008423
translation_006219,translation_control,-6.440920352935791
translation_006220,translation_control,-6.954065918922424
translation_006221,translation_control,-7.20561146736145
translation_006231,translation_control,-1.3813738822937012
translation_006232,translation_control,-4.338564515113831
translation_006249,translation_control,-7.838913202285767
translation_006258,translation_control,-10.676965117454529
translation_006259,translation_control,-5.029183745384216
translation_006261,translation_control,-7.79081666469574
translation_006327,translation_control,-5.779949903488159
translation_006335,translation_control,-7.693210124969482
translation_006337,translation_control,-10.95185375213623
translation_006342,translation_control,-11.299379825592041
translation_006438,translation_control,-17.19658088684082
translation_006483,translation_control,-9.09932804107666
translation_006503,translation_control,-18.807565689086914
translation_006505,translation_control,-16.59599781036377
translation_006574,translation_control,-9.464645266532898
translation_006575,translation_control,-2.1247695684432983
translation_006638,translation_control,-6.2230610847473145
translation_006639,translation_control,-5.390301465988159
translation_006653,translation_control,-13.26818299293518
translation_006654,translation_control,-11.199766159057617
translation_006659,translation_control,-14.24995231628418
translation_006668,translation_control,-14.497992038726807
translation_006716,translation_control,-11.85477328300476
translation_006748,translation_control,-11.625094890594482
translation_006772,translation_control,-14.97144603729248
translation_006823,translation_control,-11.291931629180908
translation_006837,translation_control,-9.066560983657837
translation_006839,translation_control,-9.376082181930542
translation_006840,translation_control,-11.97361445426941
translation_006916,translation_control,-9.713469982147217
translation_006917,translation_control,-11.044668674468994
translation_006918,translation_control,-14.00838851928711
translation_006923,translation_control,-7.020054468885064
translation_006924,translation_control,-8.532449373975396
translation_006935,translation_control,-12.2683787047863
translation_006954,translation_control,-11.318128108978271
translation_006960,translation_control,-10.443985134363174
translation_006964,translation_control,-15.246747314929962
translation_006987,translation_control,-21.391178131103516
translation_007009,translation_control,-13.856316089630127
translation_007031,translation_control,-13.164005756378174
translation_007052,translation_control,-9.590710878372192
translation_007055,translation_control,-10.057864427566528
translation_007092,translation_control,-8.08162784576416
translation_007100,translation_control,-11.931783676147461
translation_007102,translation_control,-9.70540714263916
translation_007116,translation_control,-13.037198066711426
translation_007118,translation_control,-11.010056018829346
translation_007137,translation_control,-9.653775691986084
translation_007141,translation_control,-14.198355674743652
translation_007248,translation_control,-6.8235764503479
translation_007250,translation_control,-8.137564659118652
translation_007262,translation_control,-2.605070188641548
translation_007263,translation_control,-1.6606722623109818
translation_007324,translation_control,-16.289395809173584
translation_007327,translation_control,-6.5466132164001465
translation_007376,translation_control,-20.918025970458984
translation_007384,translation_control,-11.4920414686203
translation_007448,translation_control,-3.3404201716184616
translation_007458,translation_control,-7.276094436645508
translation_007461,translation_control,-5.389393329620361
translation_007463,translation_control,-4.511915445327759
translation_007464,translation_control,-4.118992805480957
translation_007469,translation_control,-9.553330421447754
translation_007528,translation_control,-14.86151933670044
translation_007570,translation_control,-15.078125238418579
translation_007571,translation_control,-17.51398801803589
translation_007572,translation_control,-20.509706497192383
translation_007574,translation_control,-22.542033195495605
translation_007579,translation_control,-21.41129493713379
translation_007581,translation_control,-23.707783699035645
translation_007634,translation_control,-16.521201610565186
translation_007640,translation_control,-12.765757083892822
translation_007646,translation_control,-9.716165781021118
translation_007661,translation_control,-11.259008884429932
translation_007662,translation_control,-16.40654993057251
translation_007720,translation_control,-10.317636489868164
translation_007721,translation_control,-9.258818864822388
translation_007731,translation_control,-2.2874944284558296
translation_007786,translation_control,-14.011570453643799
translation_007837,translation_control,-10.334869384765625
translation_007855,translation_control,-19.277275562286377
translation_007858,translation_control,-18.74770450592041
translation_007914,translation_control,-16.756864070892334
translation_007936,translation_control,-12.970140933990479
translation_007981,translation_control,-10.331307411193848
translation_008037,translation_control,-14.312341213226318
translation_008083,translation_control,-8.64215612411499
translation_008085,translation_control,-7.408561706542969
translation_008106,translation_control,-5.339927911758423
translation_008128,translation_control,-18.755443572998047
translation_008205,translation_control,-13.235893726348877
translation_008206,translation_control,-17.140820026397705
translation_008207,translation_control,-8.258440256118774
translation_008209,translation_control,-17.834781169891357
translation_008210,translation_control,-13.258530139923096
translation_008211,translation_control,-8.9011390209198
translation_008212,translation_control,-8.282812714576721
translation_008213,translation_control,-12.18773901462555
translation_008214,translation_control,-3.3053592443466187
translation_008216,translation_control,-12.881700158119202
translation_008217,translation_control,-8.30544912815094
translation_008218,translation_control,-4.161364912986755
translation_008219,translation_control,-12.556089878082275
translation_008220,translation_control,-16.461016178131104
translation_008223,translation_control,-17.154977321624756
translation_008225,translation_control,-8.221335172653198
translation_008227,translation_control,-16.77491044998169
translation_008228,translation_control,-14.334331154823303
translation_008229,translation_control,-26.17324924468994
translation_008238,translation_control,-10.983161449432373
translation_008241,translation_control,-8.948445320129395
translation_008242,translation_control,-10.154391765594482
translation_008243,translation_control,-8.223416328430176
translation_008258,translation_control,-9.36484670639038
translation_008260,translation_control,-10.069377899169922
translation_008263,translation_control,-6.741029858589172
translation_008329,translation_control,-1.5441798865795135
translation_008330,translation_control,-2.5471663177013397
translation_008337,translation_control,-6.847756624221802
translation_008370,translation_control,-14.929278373718262
translation_008372,translation_control,-16.35018253326416
translation_008374,translation_control,-4.685044229030609
translation_008376,translation_control,-5.994864106178284
translation_008382,translation_control,-11.817110061645508
translation_008396,translation_control,-2.614564597606659
translation_008398,translation_control,-3.182185411453247
translation_008482,translation_control,-18.174471855163574
translation_008517,translation_control,-23.930405616760254
translation_008518,translation_control,-23.636837005615234
translation_008519,translation_control,-17.034172534942627
translation_008601,translation_control,-23.230886459350586
translation_008618,translation_control,-15.515221118927002
translation_008696,translation_control,-6.625649452209473
translation_008714,translation_control,-18.16893720626831
translation_008715,translation_control,-27.948450088500977
translation_008716,translation_control,-18.685482025146484
translation_008718,translation_control,-19.104700565338135
translation_008740,translation_control,-6.841248273849487
translation_008755,translation_control,-3.0736611969769
translation_008756,translation_control,-2.9415207654237747
translation_008757,translation_control,-3.9122799523174763
translation_008778,translation_control,-5.452677488327026
translation_008779,translation_control,-5.741177558898926
translation_008794,translation_control,-20.484081268310547
translation_008808,translation_control,-13.201704978942871
translation_008810,translation_control,-13.908247470855713
translation_008812,translation_control,-19.029850006103516
translation_008819,translation_control,-7.605571031570435
translation_008820,translation_control,-3.553667724132538
translation_008822,translation_control,-5.207228422164917
translation_008826,translation_control,-9.922228574752808
translation_008827,translation_control,-12.302051544189453
translation_008828,translation_control,-8.483431339263916
translation_008829,translation_control,-9.110753536224365
translation_008830,translation_control,-10.042076110839844
translation_008836,translation_control,-6.485255002975464
translation_008841,translation_control,-5.148475646972656
translation_008854,translation_control,-16.100905895233154
translation_008897,translation_control,-7.163702011108398
translation_008907,translation_control,-8.096046924591064
translation_008926,translation_control,-8.966472148895264
translation_008927,translation_control,-5.697869777679443
translation_008934,translation_control,-7.543778419494629
translation_008935,translation_control,-4.605163812637329
translation_008948,translation_control,-6.873310685157776
translation_008950,translation_control,-10.836938977241516
translation_008956,translation_control,-8.286418914794922
translation_008980,translation_control,-10.861208438873291
translation_009059,translation_control,-6.731781244277954
translation_009060,translation_control,-9.167189359664917
translation_009061,translation_control,-9.168360233306885
translation_009065,translation_control,-7.4124672412872314
translation_009066,translation_control,-9.788029670715332
translation_009068,translation_control,-9.608600616455078
translation_009095,translation_control,-8.526326179504395
translation_009096,translation_control,-17.1769380569458
translation_009097,translation_control,-8.354422092437744
translation_009098,translation_control,-10.277227640151978
translation_009099,translation_control,-18.79307222366333
translation_009100,translation_control,-9.970556259155273
translation_009103,translation_control,-18.886779308319092
translation_009108,translation_control,-12.159651577472687
translation_009109,translation_control,-4.177883446216583
translation_009111,translation_control,-6.356782495975494
translation_009113,translation_control,-15.747336447238922
translation_009114,translation_control,-6.7184441685676575
translation_009129,translation_control,-10.212375551462173
translation_009131,translation_control,-2.1536921560764313
translation_009203,translation_control,-6.4879878759384155
translation_009205,translation_control,-7.754952907562256
translation_009218,translation_control,-17.874382495880127
translation_009219,translation_control,-8.489301204681396
translation_009220,translation_control,-17.411630630493164
translation_009221,translation_control,-15.250093460083008
translation_009222,translation_control,-14.16290020942688
translation_009223,translation_control,-13.77220368385315
translation_009224,translation_control,-11.610666513442993
translation_009226,translation_control,-9.814632892608643
translation_009239,translation_control,-14.599080085754395
translation_009240,translation_control,-11.604104995727539
translation_009249,translation_control,-10.759656429290771
translation_009321,translation_control,-15.15249252319336
translation_009339,translation_control,-17.51682186126709
translation_009379,translation_control,-17.232844829559326
translation_009384,translation_control,-8.86476993560791
translation_009390,translation_control,-18.091098308563232
translation_009399,translation_control,-20.10926914215088
translation_009421,translation_control,-6.375783920288086
translation_009429,translation_control,-10.045153856277466
translation_009430,translation_control,-7.3465728759765625
translation_009431,translation_control,-3.710791230201721
translation_009511,translation_control,-7.587340474128723
translation_009513,translation_control,-5.936541676521301
translation_009519,translation_control,-13.440070629119873
translation_009520,translation_control,-13.775953769683838
translation_009524,translation_control,-14.451221466064453
translation_009525,translation_control,-14.787104606628418
translation_009577,translation_control,-26.178903579711914
translation_009602,translation_control,-7.99288272857666
translation_009603,translation_control,-10.805920600891113
translation_009604,translation_control,-15.542704582214355
translation_009605,translation_control,-18.35574245452881
translation_009606,translation_control,-7.019461989402771
translation_009607,translation_control,-9.7886723279953
translation_009688,translation_control,-7.515873670578003
translation_009689,translation_control,-8.799116134643555
translation_009690,translation_control,-24.64045810699463
translation_009697,translation_control,-18.678122520446777
translation_009698,translation_control,-17.13216495513916
translation_009701,translation_control,-17.802714347839355
translation_009702,translation_control,-16.512825965881348
translation_009825,translation_control,-16.651249885559082
translation_009829,translation_control,-13.36637020111084
translation_009836,translation_control,-20.24796772003174
translation_009842,translation_control,-9.982134342193604
translation_009856,translation_control,-13.602721214294434
translation_009870,translation_control,-7.454805374145508
translation_009871,translation_control,-10.713425636291504
translation_009895,translation_control,-16.964085578918457
translation_009896,translation_control,-15.722777843475342
translation_009897,translation_control,-13.565260410308838
translation_009898,translation_control,-12.323952674865723
translation_009903,translation_control,-5.5820631980896
translation_009904,translation_control,-5.746756553649902
translation_009906,translation_control,-5.8768486976623535
translation_009907,translation_control,-6.0426812171936035
translation_009910,translation_control,-20.61534309387207
translation_009917,translation_control,-20.918166637420654
translation_009919,translation_control,-26.459038734436035
translation_009976,translation_control,-10.137263774871826
translation_010004,translation_control,-11.18611192703247
translation_010016,translation_control,-14.50813913345337
translation_010039,translation_control,-6.01721978187561
translation_010050,translation_control,-7.937244176864624
translation_010055,translation_control,-5.809481620788574
translation_010056,translation_control,-5.564871549606323
translation_010057,translation_control,-5.313324928283691
translation_010058,translation_control,-15.598467826843262
translation_010069,translation_control,-13.982714653015137
translation_010074,translation_control,-7.559455990791321
translation_010075,translation_control,-13.482178688049316
translation_010089,translation_control,-11.038440704345703
translation_010105,translation_control,-27.879563331604004
translation_010132,translation_control,-14.159420013427734
translation_010158,translation_control,-13.749391555786133
translation_010173,translation_control,-14.705077648162842
translation_010177,translation_control,-25.263127326965332
translation_010194,translation_control,-16.08769392967224
translation_010200,translation_control,-9.423712253570557
translation_010201,translation_control,-9.503740787506104
translation_010202,translation_control,-8.599163055419922
translation_010204,translation_control,-10.807812213897705
translation_010212,translation_control,-10.78097128868103
translation_010245,translation_control,-10.383420646190643
translation_010252,translation_control,-16.506850242614746
translation_010254,translation_control,-9.324215173721313
translation_010259,translation_control,-12.323280334472656
translation_010260,translation_control,-10.824655532836914
translation_010261,translation_control,-10.194339752197266
translation_010276,translation_control,-8.475297451019287
translation_010300,translation_control,-7.875186443328857
translation_010308,translation_control,-22.31057643890381
