pair,model,prompt_mode,wrapper,normalization,contrast,n,estimate,ci_low,ci_high,positive_rate
id_tl,gemma3_12b,plain,refers,mean,full_minus_language_only,33,0.19519379644682913,0.06647100665352561,0.34370045752236333,0.696969696969697
id_tl,gemma3_12b,plain,refers,mean,masked_minus_shuffled,33,-0.023237206719138405,-0.1690673098419652,0.10977487130598569,0.5151515151515151
id_tl,gemma3_12b,plain,refers,sum,full_minus_shuffled,33,1.3490950844504617,-0.11093942324320473,3.1878988670580317,0.5454545454545454
id_tl,gemma3_12b,plain,refers,sum,full_minus_language_only,33,1.7003020662249941,0.5421524293494947,3.128581304261178,0.7272727272727273
id_tl,gemma3_12b,plain,refers,sum,masked_minus_shuffled,33,0.5367905009876598,-0.6580116951104366,1.8404121904662154,0.5454545454545454
id_tl,gemma3_4b,chat,bare,mean,full_minus_shuffled,33,9.137843919522835,5.864971600337462,12.326698677467576,0.9393939393939394
id_tl,gemma3_4b,chat,bare,mean,full_minus_language_only,33,9.182006886511138,7.049222313274036,11.376088937304235,0.9090909090909091
id_tl,gemma3_4b,chat,bare,mean,masked_minus_shuffled,33,4.010088270360773,0.7538123112736327,7.586124828367523,0.7575757575757576
id_tl,gemma3_4b,chat,bare,sum,full_minus_shuffled,33,11.710130055745443,6.82628662405592,17.136366241628465,0.9090909090909091
id_tl,gemma3_4b,chat,bare,sum,full_minus_language_only,33,10.554160638289018,7.338148941415729,14.168808524536358,0.8787878787878788
id_tl,gemma3_4b,chat,bare,sum,masked_minus_shuffled,33,6.363326795173414,1.4169729312260946,12.210037561618918,0.7272727272727273
id_tl,gemma3_4b,chat,definition,mean,full_minus_shuffled,33,3.045442480029482,2.4142005403836566,3.7429210373849577,0.9393939393939394
id_tl,gemma3_4b,chat,definition,mean,full_minus_language_only,33,2.725682244156346,2.217744433518612,3.2250794334845105,0.9696969696969697
id_tl,gemma3_4b,chat,definition,mean,masked_minus_shuffled,33,2.1356841000643643,1.3525272434408013,3.0789916822404564,0.8484848484848485
id_tl,gemma3_4b,chat,definition,sum,full_minus_shuffled,33,12.893026062936494,10.025406442989002,16.176453794132577,0.9696969696969697
id_tl,gemma3_4b,chat,definition,sum,full_minus_language_only,33,10.997398549860174,8.794845017519865,13.163431629990084,0.9696969696969697
id_tl,gemma3_4b,chat,definition,sum,masked_minus_shuffled,33,9.611338124130711,6.148862454385468,13.74594021854978,0.8787878787878788
id_tl,gemma3_4b,chat,refers,mean,full_minus_shuffled,33,3.0826558633284136,2.319608566616521,3.8464312697901866,0.9696969696969697
id_tl,gemma3_4b,chat,refers,mean,full_minus_language_only,33,2.9438020388285318,2.194459934306867,3.692457069411422,0.8484848484848485
id_tl,gemma3_4b,chat,refers,mean,masked_minus_shuffled,33,2.9767119378754585,2.2422781684181907,3.7624164534337594,0.9090909090909091
id_tl,gemma3_4b,chat,refers,sum,full_minus_shuffled,33,16.187764543475527,12.306193853147102,20.165404591415864,0.9393939393939394
id_tl,gemma3_4b,chat,refers,sum,full_minus_language_only,33,14.832107775139086,11.226593253106783,18.50215013099439,0.8787878787878788
id_tl,gemma3_4b,chat,refers,sum,masked_minus_shuffled,33,15.494625033754291,11.55091054945281,19.584045534422902,0.9393939393939394
id_tl,gemma3_4b,plain,bare,mean,full_minus_shuffled,33,1.094227584925565,0.3449847417347359,1.837115672772581,0.6666666666666666
id_tl,gemma3_4b,plain,bare,mean,full_minus_language_only,33,0.7942204403154778,0.15553853349252184,1.4456747602332716,0.6666666666666666
id_tl,gemma3_4b,plain,bare,mean,masked_minus_shuffled,33,0.9442141670169253,0.2462968176061457,1.634602823492252,0.6363636363636364
id_tl,gemma3_4b,plain,bare,sum,full_minus_shuffled,33,1.3735267429640798,0.3200934457959551,2.431412936882539,0.6363636363636364
id_tl,gemma3_4b,plain,bare,sum,full_minus_language_only,33,0.9829969333879875,0.1977023173462261,1.7543617342457625,0.6363636363636364
id_tl,gemma3_4b,plain,bare,sum,masked_minus_shuffled,33,1.1634959199211814,0.07797571185863379,2.3402333565733633,0.5757575757575758
id_tl,gemma3_4b,plain,definition,mean,full_minus_shuffled,33,0.30118122245326184,0.08079573241147128,0.5180854111006764,0.6363636363636364
id_tl,gemma3_4b,plain,definition,mean,full_minus_language_only,33,0.24015719240361993,0.07182189370646622,0.4044303260066291,0.6363636363636364
id_tl,gemma3_4b,plain,definition,mean,masked_minus_shuffled,33,0.35537340424277564,0.1847468340035641,0.5368736353787509,0.7575757575757576
id_tl,gemma3_4b,plain,definition,sum,full_minus_shuffled,33,1.2526258410829487,-0.15992370663267194,2.5607705072923137,0.6060606060606061
id_tl,gemma3_4b,plain,definition,sum,full_minus_language_only,33,1.0930530952684807,0.158025404178735,2.0808423591382565,0.5757575757575758
id_tl,gemma3_4b,plain,definition,sum,masked_minus_shuffled,33,1.5513530788999614,0.4327005140709154,2.754430733305035,0.7575757575757576
id_tl,gemma3_4b,plain,refers,mean,full_minus_shuffled,33,0.40514069614988385,0.18093697735757538,0.629224552710851,0.7575757575757576
id_tl,gemma3_4b,plain,refers,mean,full_minus_language_only,33,0.41471570188348944,0.21374067935076627,0.6146187654047301,0.7878787878787878
id_tl,gemma3_4b,plain,refers,mean,masked_minus_shuffled,33,0.32142046003630664,0.13074958288308347,0.516167432792259,0.7272727272727273
id_tl,gemma3_4b,plain,refers,sum,full_minus_shuffled,33,2.0083283511075107,0.6030964157798073,3.4027050350651593,0.7272727272727273
id_tl,gemma3_4b,plain,refers,sum,full_minus_language_only,33,2.075693130493164,0.9836210453149044,3.144741426814686,0.7575757575757576
id_tl,gemma3_4b,plain,refers,sum,masked_minus_shuffled,33,1.7196191729921284,0.3740193049112956,3.080581812425093,0.7272727272727273
id_tl,qwen25_7b,chat,bare,mean,full_minus_shuffled,33,3.2180443821531353,1.9228377356673731,4.552216947439945,0.8181818181818182
id_tl,qwen25_7b,chat,bare,mean,full_minus_language_only,33,3.0965015093485513,2.1973841472105544,4.040799178137924,0.8787878787878788
id_tl,qwen25_7b,chat,bare,mean,masked_minus_shuffled,33,3.315545501131,2.2147895168174396,4.492138734188946,0.8787878787878788
id_tl,qwen25_7b,chat,bare,sum,full_minus_shuffled,33,4.855100703961922,2.638423631407998,7.121365088766271,0.7878787878787878
id_tl,qwen25_7b,chat,bare,sum,full_minus_language_only,33,4.580886725223426,3.439624523755276,5.783558285236358,0.9090909090909091
id_tl,qwen25_7b,chat,bare,sum,masked_minus_shuffled,33,5.8523403153275,3.5118597819949637,8.354996457063784,0.8787878787878788
id_tl,qwen25_7b,chat,definition,mean,full_minus_shuffled,33,1.160966800920891,0.7614070169853442,1.5477733724045026,0.8181818181818182
id_tl,qwen25_7b,chat,definition,mean,full_minus_language_only,33,0.9397934566844593,0.6208305824886668,1.2622244101582145,0.8484848484848485
id_tl,qwen25_7b,chat,definition,mean,masked_minus_shuffled,33,1.1019196799307158,0.6878215529701927,1.514447743603677,0.8484848484848485
id_tl,qwen25_7b,chat,definition,sum,full_minus_shuffled,33,4.913187604961974,3.0564111435052124,6.767593612092914,0.8181818181818182
id_tl,qwen25_7b,chat,definition,sum,full_minus_language_only,33,3.964506149291992,2.528123754443544,5.365455968452222,0.8181818181818182
id_tl,qwen25_7b,chat,definition,sum,masked_minus_shuffled,33,4.585497827240915,2.300434548927076,6.772400973059915,0.8484848484848485
id_tl,qwen25_7b,chat,refers,mean,full_minus_shuffled,33,1.963072242158832,1.5317947945811532,2.406106465332435,0.9393939393939394
id_tl,qwen25_7b,chat,refers,mean,full_minus_language_only,33,1.7434107751557322,1.311808111631509,2.153186062791131,0.9393939393939394
id_tl,qwen25_7b,chat,refers,mean,masked_minus_shuffled,33,2.0308403318578545,1.5703965066057262,2.54828788782611,0.9696969696969697
id_tl,qwen25_7b,chat,refers,sum,full_minus_shuffled,33,10.477805571122603,8.274298961234816,12.636348903540409,0.9393939393939394
id_tl,qwen25_7b,chat,refers,sum,full_minus_language_only,33,9.43804001085686,7.367484527645689,11.584433109110051,0.9393939393939394
id_tl,qwen25_7b,chat,refers,sum,masked_minus_shuffled,33,10.291497953010328,7.58088884787126,13.100236043063074,0.9393939393939394
id_tl,qwen25_7b,plain,bare,mean,full_minus_shuffled,33,4.661543748595498,3.608537583098267,5.742863474108955,0.9393939393939394
id_tl,qwen25_7b,plain,bare,mean,full_minus_language_only,33,4.643758065772779,3.4956183805610195,5.806222125255698,0.9090909090909091
id_tl,qwen25_7b,plain,bare,mean,masked_minus_shuffled,33,4.536452506527756,2.983458166411429,6.019570461547735,0.8787878787878788
id_tl,qwen25_7b,plain,bare,sum,full_minus_shuffled,33,5.493487943302501,3.770487446857221,7.259507990967143,0.9393939393939394
id_tl,qwen25_7b,plain,bare,sum,full_minus_language_only,33,5.408168409809922,3.965580542521043,6.939155690055904,0.9090909090909091
id_tl,qwen25_7b,plain,bare,sum,masked_minus_shuffled,33,5.550076733935963,3.601481145620346,7.436106726436903,0.8484848484848485
id_tl,qwen25_7b,plain,definition,mean,full_minus_shuffled,33,1.6780743598937988,1.3174869900399988,2.051606670473561,0.9696969696969697
id_tl,qwen25_7b,plain,definition,mean,full_minus_language_only,33,1.5253269961386016,1.173241714997725,1.879497133240555,0.9696969696969697
id_tl,qwen25_7b,plain,definition,mean,masked_minus_shuffled,33,1.6531712647640344,1.197947144869602,2.11621245507038,0.9393939393939394
id_tl,qwen25_7b,plain,definition,sum,full_minus_shuffled,33,7.082477829673073,5.422265215353532,8.95471495353814,0.9090909090909091
id_tl,qwen25_7b,plain,definition,sum,full_minus_language_only,33,6.5734638734297315,5.129817835489909,7.964912396488767,0.9393939393939394
id_tl,qwen25_7b,plain,definition,sum,masked_minus_shuffled,33,7.078640099727746,5.05191694317442,9.143664881677338,0.8787878787878788
id_tl,qwen25_7b,plain,refers,mean,full_minus_shuffled,33,1.4319345373095889,1.0718733901327306,1.7899945770249222,0.9393939393939394
id_tl,qwen25_7b,plain,refers,mean,full_minus_language_only,33,1.3480627103285356,1.0401867259632458,1.6733360216473088,0.9696969696969697
id_tl,qwen25_7b,plain,refers,mean,masked_minus_shuffled,33,1.8408466758150044,1.4351068444324262,2.279624236894376,0.9696969696969697
id_tl,qwen25_7b,plain,refers,sum,full_minus_shuffled,33,8.08310505838105,6.409108273188274,9.84615300351923,0.9696969696969697
id_tl,qwen25_7b,plain,refers,sum,full_minus_language_only,33,7.410786426428593,5.912509845964837,8.92040620500391,0.9696969696969697
id_tl,qwen25_7b,plain,refers,sum,masked_minus_shuffled,33,10.076938860344164,8.045370810682122,12.289116504698088,0.9696969696969697
id_tl,qwen3_8b,chat,bare,mean,full_minus_shuffled,33,0.5362063899184718,0.056164889624624556,1.0431826772111834,0.6666666666666666
id_tl,qwen3_8b,chat,bare,mean,full_minus_language_only,33,0.5917536995627664,0.3544333306225863,0.850768789016839,0.8181818181818182
id_tl,qwen3_8b,chat,bare,mean,masked_minus_shuffled,33,0.8947668942538175,0.2905338626919371,1.5163020646933352,0.7272727272727273
id_tl,qwen3_8b,chat,bare,sum,full_minus_shuffled,33,1.368002920439749,0.38346185684204104,2.4359130404212253,0.6060606060606061
id_tl,qwen3_8b,chat,bare,sum,full_minus_language_only,33,1.4870924805149888,0.9034854101412224,2.0884936130408085,0.8181818181818182
id_tl,qwen3_8b,chat,bare,sum,masked_minus_shuffled,33,2.2908087065725615,0.8529961174184627,3.916621921279213,0.7272727272727273
id_tl,qwen3_8b,chat,definition,mean,full_minus_shuffled,33,0.8797841505570845,0.6178278377561858,1.1530734723264515,0.8484848484848485
id_tl,qwen3_8b,chat,definition,mean,full_minus_language_only,33,0.8325492396499171,0.6088683897798712,1.0526235609343557,0.9090909090909091
id_tl,qwen3_8b,chat,definition,mean,masked_minus_shuffled,33,0.7742323441938921,0.5736650416345307,1.0054173393683,0.9393939393939394
id_tl,qwen3_8b,chat,definition,sum,full_minus_shuffled,33,3.8515932487718985,2.682359137679591,5.065321825489852,0.9090909090909091
id_tl,qwen3_8b,chat,definition,sum,full_minus_language_only,33,3.6365750052712182,2.7130707827481357,4.551070680040301,0.9393939393939394
id_tl,qwen3_8b,chat,definition,sum,masked_minus_shuffled,33,3.402141397649592,2.473871794613925,4.472599611860333,0.9393939393939394
id_tl,qwen3_8b,chat,refers,mean,full_minus_shuffled,33,0.9359495278560754,0.6769051934733535,1.215973470066533,0.8484848484848485
id_tl,qwen3_8b,chat,refers,mean,full_minus_language_only,33,0.9079087936516964,0.6599138601259752,1.1701664039582917,0.9696969696969697
id_tl,qwen3_8b,chat,refers,mean,masked_minus_shuffled,33,1.0381104295903987,0.7647709647814434,1.3221491885907721,0.9090909090909091
id_tl,qwen3_8b,chat,refers,sum,full_minus_shuffled,33,5.0276985746441465,3.6167987173253837,6.50460772225351,0.8787878787878788
id_tl,qwen3_8b,chat,refers,sum,full_minus_language_only,33,4.908036318692294,3.69463399106806,6.210949553865372,0.9696969696969697
id_tl,qwen3_8b,chat,refers,sum,masked_minus_shuffled,33,5.41803672096946,3.922545326117313,6.9894411029237675,0.8484848484848485
id_tl,qwen3_8b,plain,bare,mean,full_minus_shuffled,33,1.4524009733489065,0.7060529430707295,2.2184581418832137,0.7272727272727273
id_tl,qwen3_8b,plain,bare,mean,full_minus_language_only,33,1.2718812769109553,0.8203923128771059,1.731892864812504,0.8787878787878788
id_tl,qwen3_8b,plain,bare,mean,masked_minus_shuffled,33,3.5836537570664375,2.226460884737246,5.01287666188948,0.8787878787878788
id_tl,qwen3_8b,plain,bare,sum,full_minus_shuffled,33,2.356349475456007,1.2846342144590435,3.5549368950453673,0.7272727272727273
id_tl,qwen3_8b,plain,bare,sum,full_minus_language_only,33,1.8345419493588535,1.1363715357852704,2.6728334900104627,0.9090909090909091
id_tl,qwen3_8b,plain,bare,sum,masked_minus_shuffled,33,4.4340818650794755,2.841348437468211,6.04193417339614,0.8787878787878788
id_tl,qwen3_8b,plain,definition,mean,full_minus_shuffled,33,0.9280762672424316,0.652500042590228,1.2138645713979546,0.9090909090909091
id_tl,qwen3_8b,plain,definition,mean,full_minus_language_only,33,0.8936543103420374,0.6537271490602783,1.1295892067027815,0.9090909090909091
id_tl,qwen3_8b,plain,definition,mean,masked_minus_shuffled,33,1.044743906367909,0.7971533918019498,1.3075932470234957,0.9393939393939394
id_tl,qwen3_8b,plain,definition,sum,full_minus_shuffled,33,4.249528942686139,3.093183437260714,5.495779235435255,0.9090909090909091
id_tl,qwen3_8b,plain,definition,sum,full_minus_language_only,33,4.048807317560369,3.0561506379734387,5.025304467027838,0.9090909090909091
id_tl,qwen3_8b,plain,definition,sum,masked_minus_shuffled,33,4.647790359728264,3.5452040845697574,5.857992575385354,0.9696969696969697
id_tl,qwen3_8b,plain,refers,mean,full_minus_shuffled,33,0.9633739030722416,0.6302929253289193,1.3014230300982792,0.7878787878787878
id_tl,qwen3_8b,plain,refers,mean,full_minus_language_only,33,0.983050140467557,0.6355626277851336,1.3207842030308463,0.9393939393939394
id_tl,qwen3_8b,plain,refers,mean,masked_minus_shuffled,33,1.0490431785583496,0.730075430689436,1.394200461019169,0.9090909090909091
id_tl,qwen3_8b,plain,refers,sum,full_minus_shuffled,33,5.702329288829457,4.118861395662481,7.352327354749043,0.8787878787878788
id_tl,qwen3_8b,plain,refers,sum,full_minus_language_only,33,5.756622285553903,4.425661911386432,7.169452432430151,0.9696969696969697
id_tl,qwen3_8b,plain,refers,sum,masked_minus_shuffled,33,5.910787784692013,4.339056136391379,7.608296445644261,0.9696969696969697
zh_ja,gemma3_12b,chat,bare,mean,full_minus_shuffled,27,4.909696843889025,2.4570401915797477,7.835904881247766,0.7407407407407407
zh_ja,gemma3_12b,chat,bare,mean,full_minus_language_only,27,3.448225427556921,1.270777032551942,6.037472640585015,0.7407407407407407
zh_ja,gemma3_12b,chat,bare,mean,masked_minus_shuffled,27,7.497172196706136,5.315236135323842,9.878491160163172,0.9629629629629629
zh_ja,gemma3_12b,chat,bare,sum,full_minus_shuffled,27,13.61832724677192,7.446138333391261,20.939312087164982,0.8518518518518519
zh_ja,gemma3_12b,chat,bare,sum,full_minus_language_only,27,10.67756719942446,4.956862107912699,17.498412960546982,0.7777777777777778
zh_ja,gemma3_12b,chat,bare,sum,masked_minus_shuffled,27,17.129866317466455,11.062517529063754,23.202458065527455,0.9259259259259259
zh_ja,gemma3_12b,chat,definition,mean,full_minus_shuffled,27,3.5498687249642833,2.498590405340548,4.651155504032418,0.9259259259259259
zh_ja,gemma3_12b,chat,definition,mean,full_minus_language_only,27,3.1754430841516563,2.267180817657047,4.070322267655973,0.9629629629629629
zh_ja,gemma3_12b,chat,definition,mean,masked_minus_shuffled,27,3.674978256225586,2.797832964084767,4.580573108019652,0.9629629629629629
zh_ja,gemma3_12b,chat,definition,sum,full_minus_shuffled,27,17.89588963543927,12.139997258009734,24.02654215141579,0.9259259259259259
zh_ja,gemma3_12b,chat,definition,sum,full_minus_language_only,27,16.16057551348651,11.562317025219953,21.254178515187014,0.9629629629629629
zh_ja,gemma3_12b,chat,definition,sum,masked_minus_shuffled,27,18.59254201253255,14.052311883149324,23.119037822440813,0.9259259259259259
zh_ja,gemma3_12b,chat,refers,mean,full_minus_shuffled,27,3.2927009617840803,2.5081810620095997,4.132287724812826,0.9629629629629629
zh_ja,gemma3_12b,chat,refers,mean,full_minus_language_only,27,3.0995230498137296,2.487920790689963,3.73971322245068,1.0
zh_ja,gemma3_12b,chat,refers,mean,masked_minus_shuffled,27,3.5295513647573964,2.884288454055786,4.194315523571437,1.0
zh_ja,gemma3_12b,chat,refers,sum,full_minus_shuffled,27,20.0577673735442,15.012479375909876,25.535154928984447,1.0
zh_ja,gemma3_12b,chat,refers,sum,full_minus_language_only,27,19.073443942599827,15.376249154408773,23.40024022349604,1.0
zh_ja,gemma3_12b,chat,refers,sum,masked_minus_shuffled,27,20.927660906756365,16.820846790737576,24.864367817066334,0.9629629629629629
zh_ja,gemma3_12b,plain,bare,mean,full_minus_shuffled,27,0.6375943907984981,0.0006725532037240575,1.279685589560756,0.6296296296296297
zh_ja,gemma3_12b,plain,bare,mean,full_minus_language_only,27,0.6020949946509467,-0.046446114337002777,1.3060285506425076,0.5925925925925926
zh_ja,gemma3_12b,plain,bare,mean,masked_minus_shuffled,27,0.6778020064036051,0.010735221703847251,1.3431617094410782,0.6666666666666666
zh_ja,gemma3_12b,plain,bare,sum,full_minus_shuffled,27,1.5114900800916884,-0.6317030646182873,3.61435086859597,0.6666666666666666
zh_ja,gemma3_12b,plain,bare,sum,full_minus_language_only,27,1.6435411947744865,0.1860087425620468,3.1568528334299724,0.6296296296296297
zh_ja,gemma3_12b,plain,bare,sum,masked_minus_shuffled,27,1.8633508682250977,0.28715181659769135,3.4273117520190994,0.7407407407407407
zh_ja,gemma3_12b,plain,definition,mean,full_minus_shuffled,27,0.3063897203516077,0.10113001664479573,0.5117497574400018,0.7037037037037037
zh_ja,gemma3_12b,plain,definition,mean,full_minus_language_only,27,0.29314789948640047,0.11470185054673089,0.5100811156961652,0.7777777777777778
zh_ja,gemma3_12b,plain,definition,mean,masked_minus_shuffled,27,0.2726736068725586,0.04745029939545526,0.5055606775813632,0.6666666666666666
zh_ja,gemma3_12b,plain,definition,sum,full_minus_shuffled,27,1.022292596322519,-0.1659438645398175,2.259332192385637,0.6666666666666666
zh_ja,gemma3_12b,plain,definition,sum,full_minus_language_only,27,1.0946523525096752,0.21019422389842848,2.0908971503928853,0.6666666666666666
zh_ja,gemma3_12b,plain,definition,sum,masked_minus_shuffled,27,1.4861072257713035,0.2016228463914659,2.787646971808538,0.7037037037037037
zh_ja,gemma3_12b,plain,refers,mean,full_minus_shuffled,27,0.2600749068790012,-0.010910018726631438,0.5158646912486465,0.6666666666666666
zh_ja,gemma3_12b,plain,refers,mean,full_minus_language_only,27,0.28475050572995786,0.07554937115422002,0.5185207267602284,0.7037037037037037
zh_ja,gemma3_12b,plain,refers,mean,masked_minus_shuffled,27,0.3089756789030852,0.03655391490017927,0.5474795083204901,0.7407407407407407
zh_ja,gemma3_12b,plain,refers,sum,full_minus_shuffled,27,1.493835378576208,-0.4786627592863859,3.412617309005171,0.7037037037037037
zh_ja,gemma3_12b,plain,refers,sum,full_minus_language_only,27,1.6909094210024234,0.31959636123092094,3.202881039513479,0.6296296296296297
zh_ja,gemma3_12b,plain,refers,sum,masked_minus_shuffled,27,2.3410866348831743,0.46933607701902047,4.139401593031706,0.7407407407407407
zh_ja,gemma3_4b,chat,bare,mean,full_minus_shuffled,27,5.423532600756045,2.1000505696844174,8.851676051263455,0.6666666666666666
zh_ja,gemma3_4b,chat,bare,mean,full_minus_language_only,27,5.836019189269455,3.1967941339369177,8.68183451074141,0.8148148148148148
zh_ja,gemma3_4b,chat,bare,mean,masked_minus_shuffled,27,7.973973044642696,4.606507385660101,11.395128169324655,0.7407407407407407
zh_ja,gemma3_4b,chat,bare,sum,full_minus_shuffled,27,18.09541311087432,8.485800315715649,28.99897641053906,0.8148148148148148
zh_ja,gemma3_4b,chat,bare,sum,full_minus_language_only,27,16.052413790314287,7.764500548221447,24.61603137762458,0.9259259259259259
zh_ja,gemma3_4b,chat,bare,sum,masked_minus_shuffled,27,19.977659508034034,11.403975835552922,29.18219856686062,0.8518518518518519
zh_ja,gemma3_4b,chat,definition,mean,full_minus_shuffled,27,3.061728486308345,2.1599761726679625,3.9469538781378,0.9259259259259259
zh_ja,gemma3_4b,chat,definition,mean,full_minus_language_only,27,2.7853894851825856,1.932624801441475,3.645690380202399,0.9259259259259259
zh_ja,gemma3_4b,chat,definition,mean,masked_minus_shuffled,27,2.942706964634083,2.0342721230453913,3.847189455782925,0.9259259259259259
zh_ja,gemma3_4b,chat,definition,sum,full_minus_shuffled,27,14.717683015046296,9.50262437749792,20.00926052552682,0.9259259259259259
zh_ja,gemma3_4b,chat,definition,sum,full_minus_language_only,27,13.220367572925708,8.205124918619791,18.610107054533778,0.9259259259259259
zh_ja,gemma3_4b,chat,definition,sum,masked_minus_shuffled,27,15.043620003594292,10.582035228941177,19.469918514181067,0.9629629629629629
zh_ja,gemma3_4b,chat,refers,mean,full_minus_shuffled,27,2.828639622087832,1.8954091330369314,3.7663439368760128,0.8888888888888888
zh_ja,gemma3_4b,chat,refers,mean,full_minus_language_only,27,2.6982132858700223,1.9320170124371847,3.466332145090456,0.9259259259259259
zh_ja,gemma3_4b,chat,refers,mean,masked_minus_shuffled,27,3.474734553584346,2.4268359890690556,4.548684907842565,0.8518518518518519
zh_ja,gemma3_4b,chat,refers,sum,full_minus_shuffled,27,17.492306885895907,11.205281888114081,24.032286038222136,0.8518518518518519
zh_ja,gemma3_4b,chat,refers,sum,full_minus_language_only,27,16.501862985116464,11.21496095304136,21.684803837317006,0.9259259259259259
zh_ja,gemma3_4b,chat,refers,sum,masked_minus_shuffled,27,21.430850629453307,15.332232632460418,27.635624691292087,0.9259259259259259
zh_ja,gemma3_4b,plain,bare,mean,full_minus_shuffled,27,1.5331592648117631,0.6372710737917159,2.4409410231643243,0.7037037037037037
zh_ja,gemma3_4b,plain,bare,mean,full_minus_language_only,27,1.4305615601716217,0.7603481350121676,2.0883239361974923,0.8148148148148148
zh_ja,gemma3_4b,plain,bare,mean,masked_minus_shuffled,27,1.7557291984558105,0.9437978773205369,2.528447246551513,0.8518518518518519
zh_ja,gemma3_4b,plain,bare,sum,full_minus_shuffled,27,3.535649052372685,1.3291054849271422,5.724932398177958,0.7407407407407407
