pair,model,wrapper,normalization,contrast,n_items,estimate,ci_low,ci_high,positive_rate
id_ms,gemma3_4b,definition,sum,masked_minus_unrelated,30,10.099844678243,6.993859990437826,13.759512829780578,0.9
id_ms,gemma3_4b,definition,sum,full_minus_masked,30,1.1967559178670248,-1.9182096656163534,4.388081714312235,0.5666666666666667
id_ms,gemma3_4b,definition,sum,full_minus_surface,30,5.956003697713216,3.363873119354248,8.460257406234742,0.8333333333333334
id_ms,gemma3_4b,refers,mean,full_minus_unrelated,30,2.399649206797282,1.8102441362539927,2.9556093915303547,0.9666666666666667
id_ms,gemma3_4b,refers,mean,masked_minus_unrelated,30,2.152299992243449,1.6616748758157094,2.6817918980121602,0.9333333333333333
id_ms,gemma3_4b,refers,mean,full_minus_masked,30,0.24734921455383302,-0.2825543749332428,0.7732949837048847,0.5666666666666667
id_ms,gemma3_4b,refers,mean,full_minus_surface,30,0.9758443991343181,0.5159476653734844,1.4116595077514646,0.8
id_ms,gemma3_4b,refers,sum,full_minus_unrelated,30,13.284883371988933,9.78737301826477,16.72785062472025,0.9666666666666667
id_ms,gemma3_4b,refers,sum,masked_minus_unrelated,30,11.406604639689128,8.62620682398478,14.219760789871213,0.9333333333333333
id_ms,gemma3_4b,refers,sum,full_minus_masked,30,1.8782787322998047,-1.078551909128825,4.79750277519226,0.5333333333333333
id_ms,gemma3_4b,refers,sum,full_minus_surface,30,5.663887278238932,3.3147838830947878,8.037374273935953,0.8
id_ms,qwen25_7b,bare,mean,full_minus_unrelated,30,1.8680464665095011,0.7438897665341695,3.0036031154791507,0.6666666666666666
id_ms,qwen25_7b,bare,mean,masked_minus_unrelated,30,1.7138006607691447,0.568268754084905,2.8101961020628603,0.6666666666666666
id_ms,qwen25_7b,bare,mean,full_minus_masked,30,0.15424580574035646,-0.6874637532234191,0.9381159416834508,0.5333333333333333
id_ms,qwen25_7b,bare,mean,full_minus_surface,30,1.3677964369455973,0.49909106632073724,2.2593321990966793,0.8
id_ms,qwen25_7b,bare,sum,full_minus_unrelated,30,3.688723150889079,1.232214010556539,6.33885901212692,0.6666666666666666
id_ms,qwen25_7b,bare,sum,masked_minus_unrelated,30,3.1344993273417154,0.7684121751785278,5.6476822821299235,0.6666666666666666
id_ms,qwen25_7b,bare,sum,full_minus_masked,30,0.5542238235473633,-1.2733455506960552,2.292262318929034,0.6
id_ms,qwen25_7b,bare,sum,full_minus_surface,30,3.1739163716634113,1.3170386628309887,5.359949571688968,0.8333333333333334
id_ms,qwen25_7b,definition,mean,full_minus_unrelated,30,0.7749406814575195,0.4535265938440959,1.1048135836919144,0.8333333333333334
id_ms,qwen25_7b,definition,mean,masked_minus_unrelated,30,0.8951352755228679,0.6092169102032979,1.1660851041475926,0.9
id_ms,qwen25_7b,definition,mean,full_minus_masked,30,-0.12019459406534831,-0.3462532615661621,0.11282102386156717,0.43333333333333335
id_ms,qwen25_7b,definition,mean,full_minus_surface,30,0.7090499560038249,0.41004255930582684,1.0238915212949116,0.8666666666666667
id_ms,qwen25_7b,definition,sum,full_minus_unrelated,30,3.683971468607585,1.8871172904968263,5.410544853210449,0.8666666666666667
id_ms,qwen25_7b,definition,sum,masked_minus_unrelated,30,4.1795953750610355,2.5686366446812947,5.7002498817443845,0.8666666666666667
id_ms,qwen25_7b,definition,sum,full_minus_masked,30,-0.4956239064534505,-1.7354303614298503,0.6863992849985757,0.4666666666666667
id_ms,qwen25_7b,definition,sum,full_minus_surface,30,3.4818965911865236,1.7516278934478762,5.400051045417785,0.8333333333333334
id_ms,qwen25_7b,refers,mean,full_minus_unrelated,30,0.9533938407897949,0.6798072942097981,1.2477242553234098,0.9333333333333333
id_ms,qwen25_7b,refers,mean,masked_minus_unrelated,30,0.9272351026535034,0.6171028345823288,1.2420667473475135,0.8666666666666667
id_ms,qwen25_7b,refers,mean,full_minus_masked,30,0.026158738136291503,-0.22421523888905842,0.27999350925286604,0.5666666666666667
id_ms,qwen25_7b,refers,mean,full_minus_surface,30,0.8394777695337932,0.5282803310950597,1.1699554512898125,0.8666666666666667
id_ms,qwen25_7b,refers,sum,full_minus_unrelated,30,5.412036323547364,3.828659127553304,7.126365445454914,0.9
id_ms,qwen25_7b,refers,sum,masked_minus_unrelated,30,5.477525329589843,3.4587726147969566,7.568537464141844,0.8333333333333334
id_ms,qwen25_7b,refers,sum,full_minus_masked,30,-0.06548900604248047,-1.7096574115753174,1.62759087562561,0.5333333333333333
id_ms,qwen25_7b,refers,sum,full_minus_surface,30,5.0174362818400065,2.9681241130828857,7.396403873761494,0.8666666666666667
id_ms,qwen3_8b,bare,mean,full_minus_unrelated,30,8.44773420492808,6.624078516115745,10.260543127606313,0.9666666666666667
id_ms,qwen3_8b,bare,mean,masked_minus_unrelated,30,5.286834212144216,3.3363179418444635,7.173045156598091,0.8333333333333334
id_ms,qwen3_8b,bare,mean,full_minus_masked,30,3.160899992783864,1.629368917097648,4.823837708284457,0.7
id_ms,qwen3_8b,bare,mean,full_minus_surface,30,3.781659908592701,2.5803755004828175,5.120823391626277,0.8666666666666667
id_ms,qwen3_8b,bare,sum,full_minus_unrelated,30,15.549050917228064,12.189244646380345,18.922130093524846,0.9666666666666667
id_ms,qwen3_8b,bare,sum,masked_minus_unrelated,30,10.342796778678894,6.956783289710681,13.462319853305816,0.8666666666666667
id_ms,qwen3_8b,bare,sum,full_minus_masked,30,5.206254138549169,2.3824873930712545,8.411667038003602,0.7
id_ms,qwen3_8b,bare,sum,full_minus_surface,30,7.819444055358569,4.914058281282584,10.921287055015561,0.8333333333333334
id_ms,qwen3_8b,definition,mean,full_minus_unrelated,30,1.1009039560953775,0.7646602396170298,1.4343677270412445,0.8666666666666667
id_ms,qwen3_8b,definition,mean,masked_minus_unrelated,30,0.6061778863271078,0.3573249252637227,0.852803225517273,0.8333333333333334
id_ms,qwen3_8b,definition,mean,full_minus_masked,30,0.4947260697682699,0.21759403030077615,0.7571343545118967,0.7333333333333333
id_ms,qwen3_8b,definition,mean,full_minus_surface,30,0.4479352394739787,0.2294878578186035,0.670691967407862,0.7333333333333333
id_ms,qwen3_8b,definition,sum,full_minus_unrelated,30,5.079270807902018,3.67924369653066,6.420202013651528,0.9
id_ms,qwen3_8b,definition,sum,masked_minus_unrelated,30,2.9408504486083986,2.0014899412790936,3.938450733820597,0.9
id_ms,qwen3_8b,definition,sum,full_minus_masked,30,2.1384203592936197,0.9519382826487223,3.2950678284962964,0.7
id_ms,qwen3_8b,definition,sum,full_minus_surface,30,2.3272631327311197,1.271713013648987,3.47966183344523,0.7666666666666667
id_ms,qwen3_8b,refers,mean,full_minus_unrelated,30,1.3687452713648478,1.0276205166180927,1.7004821505149206,0.9333333333333333
id_ms,qwen3_8b,refers,mean,masked_minus_unrelated,30,0.8700800577799479,0.583280885219574,1.1716188903649645,0.8666666666666667
id_ms,qwen3_8b,refers,mean,full_minus_masked,30,0.4986652135848999,0.25851098318894705,0.7406315545241038,0.7666666666666667
id_ms,qwen3_8b,refers,mean,full_minus_surface,30,0.6946248451868693,0.4429285160700481,0.9643543219566344,0.8333333333333334
id_ms,qwen3_8b,refers,sum,full_minus_unrelated,30,7.697539393107096,5.860256009101867,9.641148985226948,0.9333333333333333
id_ms,qwen3_8b,refers,sum,masked_minus_unrelated,30,5.169995752970378,3.687402221361796,6.867611756324767,0.9
id_ms,qwen3_8b,refers,sum,full_minus_masked,30,2.527543640136719,1.3396018425623575,3.7290021673838276,0.7333333333333333
id_ms,qwen3_8b,refers,sum,full_minus_surface,30,3.8513648986816404,2.3035809739430744,5.4255960289637235,0.8666666666666667
id_tl,gemma3_12b,bare,mean,full_minus_unrelated,33,13.133689063968081,10.72201566858725,15.448205973162791,1.0
id_tl,gemma3_12b,bare,mean,masked_minus_unrelated,33,5.4127124295090185,3.739569847872763,7.168166881619072,0.8787878787878788
id_tl,gemma3_12b,bare,mean,full_minus_masked,33,7.7209766344590625,6.044960038409089,9.443344607858947,0.9393939393939394
id_tl,gemma3_12b,bare,mean,full_minus_surface,33,1.9532074350299258,-0.24169324058474914,4.187020323493261,0.5454545454545454
id_tl,gemma3_12b,bare,sum,full_minus_unrelated,33,16.269307497775916,13.6807422822172,19.06715852094419,0.9696969696969697
id_tl,gemma3_12b,bare,sum,masked_minus_unrelated,33,7.057936581698331,4.928014562346719,9.38562396945375,0.9393939393939394
id_tl,gemma3_12b,bare,sum,full_minus_masked,33,9.211370916077584,7.324471076329549,11.055312019044703,0.9696969696969697
id_tl,gemma3_12b,bare,sum,full_minus_surface,33,1.432151274247603,-0.9257630290407123,3.8074222543022835,0.5454545454545454
id_tl,gemma3_12b,definition,mean,full_minus_unrelated,33,3.4742742018266157,3.019068702423211,3.9585369912060817,1.0
id_tl,gemma3_12b,definition,mean,masked_minus_unrelated,33,1.8868723060145522,1.4197208473176668,2.380172332489128,0.9696969696969697
id_tl,gemma3_12b,definition,mean,full_minus_masked,33,1.5874018958120635,1.306989168398308,1.897171267234918,1.0
id_tl,gemma3_12b,definition,mean,full_minus_surface,33,0.8874374447446881,0.5053807385040052,1.2978997324452255,0.7575757575757576
id_tl,gemma3_12b,definition,sum,full_minus_unrelated,33,14.631774613351533,12.833857328241523,16.68881446086999,1.0
id_tl,gemma3_12b,definition,sum,masked_minus_unrelated,33,7.711605881199692,5.770932529911851,9.776433320478958,0.9393939393939394
id_tl,gemma3_12b,definition,sum,full_minus_masked,33,6.920168732151841,5.610527921445442,8.310900689616346,1.0
id_tl,gemma3_12b,definition,sum,full_minus_surface,33,3.487030202692205,1.6875109629197556,5.240526182001288,0.7575757575757576
id_tl,gemma3_12b,refers,mean,full_minus_unrelated,33,2.7266375079299463,2.3948326081940623,3.095650407039758,1.0
id_tl,gemma3_12b,refers,mean,masked_minus_unrelated,33,1.6578188809481533,1.2717565742405978,2.0528185273661754,0.9393939393939394
id_tl,gemma3_12b,refers,mean,full_minus_masked,33,1.068818626981793,0.8100660349383499,1.3208981481465425,0.8787878787878788
id_tl,gemma3_12b,refers,mean,full_minus_surface,33,0.717812610395027,0.4443775350397283,1.0148359374566502,0.7878787878787878
id_tl,gemma3_12b,refers,sum,full_minus_unrelated,33,14.562185114080256,12.973778373544867,16.372001103198887,1.0
id_tl,gemma3_12b,refers,sum,masked_minus_unrelated,33,8.526753223303592,6.540955452485518,10.648549337098093,0.9696969696969697
id_tl,gemma3_12b,refers,sum,full_minus_masked,33,6.035431890776663,4.668144999128399,7.443001809264675,0.9393939393939394
id_tl,gemma3_12b,refers,sum,full_minus_surface,33,3.7259431318803267,2.259539994326505,5.246799363511981,0.7878787878787878
id_tl,gemma3_4b,bare,mean,full_minus_unrelated,33,20.40660515087516,17.644681564661344,22.937968281617703,0.9696969696969697
id_tl,gemma3_4b,bare,mean,masked_minus_unrelated,33,8.606238534956267,6.260193289319674,11.079704054467603,0.9090909090909091
id_tl,gemma3_4b,bare,mean,full_minus_masked,33,11.800366615918891,9.370214677697659,14.198437697293985,0.9393939393939394
id_tl,gemma3_4b,bare,mean,full_minus_surface,33,6.318501783601915,2.8404167115974075,9.877275256853052,0.7575757575757576
id_tl,gemma3_4b,bare,sum,full_minus_unrelated,33,27.67897068301329,23.4362871886792,32.09009970064013,1.0
id_tl,gemma3_4b,bare,sum,masked_minus_unrelated,33,12.010323333017753,7.995994668024959,16.338563755064293,0.8787878787878788
id_tl,gemma3_4b,bare,sum,full_minus_masked,33,15.668647349995537,12.433341201993453,19.184682943236265,0.9696969696969697
id_tl,gemma3_4b,bare,sum,full_minus_surface,33,9.006034091125585,5.023865502236492,12.825979744242842,0.7878787878787878
id_tl,gemma3_4b,definition,mean,full_minus_unrelated,33,4.180813399228183,3.509927380807472,4.88598413250663,0.9696969696969697
id_tl,gemma3_4b,definition,mean,masked_minus_unrelated,33,2.0148301847053296,1.4142102407686639,2.6694011977224634,0.9090909090909091
id_tl,gemma3_4b,definition,mean,full_minus_masked,33,2.165983214522853,1.7153508789611585,2.619701826572418,0.9696969696969697
id_tl,gemma3_4b,definition,mean,full_minus_surface,33,1.5201364430514248,0.9213696158293522,2.12224595004862,0.8484848484848485
id_tl,gemma3_4b,definition,sum,full_minus_unrelated,33,17.075966517130535,14.1582378170707,20.349886840762508,0.9696969696969697
id_tl,gemma3_4b,definition,sum,masked_minus_unrelated,33,7.703017899484346,5.510787764462558,10.185980267958207,0.9090909090909091
id_tl,gemma3_4b,definition,sum,full_minus_masked,33,9.372948617646188,7.610004193855054,11.224543239131117,1.0
id_tl,gemma3_4b,definition,sum,full_minus_surface,33,5.654848792336204,3.121287218729655,8.204050666635682,0.8181818181818182
id_tl,gemma3_4b,refers,mean,full_minus_unrelated,33,3.9808082869558623,3.3583786765734356,4.646760112227816,1.0
id_tl,gemma3_4b,refers,mean,masked_minus_unrelated,33,2.0397103194034463,1.4964125449007208,2.6074429223031705,0.9393939393939394
id_tl,gemma3_4b,refers,mean,full_minus_masked,33,1.9410979675524163,1.5168846242355578,2.355391282746286,0.9393939393939394
id_tl,gemma3_4b,refers,mean,full_minus_surface,33,0.75172707528779,0.2931194377667976,1.248682114933476,0.6363636363636364
id_tl,gemma3_4b,refers,sum,full_minus_unrelated,33,20.876895615548797,17.70257818915627,24.266451669461794,1.0
id_tl,gemma3_4b,refers,sum,masked_minus_unrelated,33,10.37757428487142,7.4729173082293885,13.439191098646685,0.9090909090909091
id_tl,gemma3_4b,refers,sum,full_minus_masked,33,10.499321330677379,8.130607656999068,12.711763561133182,0.9393939393939394
id_tl,gemma3_4b,refers,sum,full_minus_surface,33,3.67086682175145,1.0679929559881036,6.285582311225659,0.5757575757575758
id_tl,qwen25_7b,bare,mean,full_minus_unrelated,33,4.927383892463915,3.6366748062047094,6.168074810143672,0.8787878787878788
id_tl,qwen25_7b,bare,mean,masked_minus_unrelated,33,2.2272460388414785,1.3851083105260678,3.0623508225787766,0.8484848484848485
id_tl,qwen25_7b,bare,mean,full_minus_masked,33,2.7001378536224365,1.615265206676541,3.7782159402514948,0.8181818181818182
id_tl,qwen25_7b,bare,mean,full_minus_surface,33,1.8203722780401057,1.0448766421188007,2.6309320863449215,0.7575757575757576
id_tl,qwen25_7b,bare,sum,full_minus_unrelated,33,6.554267037998546,4.920872110489643,8.355956992777909,0.9393939393939394
id_tl,qwen25_7b,bare,sum,masked_minus_unrelated,33,3.3761156978029194,1.8722108635035428,4.920404609044392,0.7878787878787878
id_tl,qwen25_7b,bare,sum,full_minus_masked,33,3.178151340195627,1.725070833798611,4.548437027317104,0.8181818181818182
id_tl,qwen25_7b,bare,sum,full_minus_surface,33,2.8119883465044424,1.8368916074434916,3.8842867018598497,0.8787878787878788
id_tl,qwen25_7b,definition,mean,full_minus_unrelated,33,1.5648743311564128,1.207377914948897,1.9189334891059167,0.9696969696969697
id_tl,qwen25_7b,definition,mean,masked_minus_unrelated,33,0.700101072138006,0.44323160467725814,0.9687816323656022,0.8484848484848485
id_tl,qwen25_7b,definition,mean,full_minus_masked,33,0.8647732590184067,0.5410595128030489,1.2030717347607467,0.8181818181818182
id_tl,qwen25_7b,definition,mean,full_minus_surface,33,0.7792388887116404,0.47422145424467144,1.0743782462495746,0.8181818181818182
id_tl,qwen25_7b,definition,sum,full_minus_unrelated,33,6.839668794111772,5.220158075563836,8.585793899767326,0.9696969696969697
id_tl,qwen25_7b,definition,sum,masked_minus_unrelated,33,3.2298270138827236,1.9883834636572635,4.624852352431326,0.8181818181818182
id_tl,qwen25_7b,definition,sum,full_minus_masked,33,3.6098417802290483,2.2122702988711267,5.049284900318492,0.7878787878787878
id_tl,qwen25_7b,definition,sum,full_minus_surface,33,3.588834300185695,2.46216340787483,4.734018549774632,0.8484848484848485
id_tl,qwen25_7b,refers,mean,full_minus_unrelated,33,1.869960611516779,1.4761087648796314,2.2477366801464194,0.9696969696969697
id_tl,qwen25_7b,refers,mean,masked_minus_unrelated,33,1.0406529253179377,0.7773177168586037,1.311915271209948,0.8787878787878788
id_tl,qwen25_7b,refers,mean,full_minus_masked,33,0.8293076861988414,0.5143021341526147,1.1392876029014587,0.8787878787878788
id_tl,qwen25_7b,refers,mean,full_minus_surface,33,0.3226420951612068,-0.005424779111688783,0.6498264840154936,0.6666666666666666
id_tl,qwen25_7b,refers,sum,full_minus_unrelated,33,9.994897264422793,8.035577126705284,12.008865820277821,0.9696969696969697
id_tl,qwen25_7b,refers,sum,masked_minus_unrelated,33,5.4336144996411875,4.039815779888269,6.87925595659198,0.8787878787878788
id_tl,qwen25_7b,refers,sum,full_minus_masked,33,4.561282764781605,2.864508137558446,6.15419834021366,0.8787878787878788
id_tl,qwen25_7b,refers,sum,full_minus_surface,33,1.8161044843269116,0.17971828200600362,3.4481821826010024,0.6666666666666666
id_tl,qwen3_8b,bare,mean,full_minus_unrelated,33,15.210120141717859,12.92273327625025,17.330253492160278,0.9696969696969697
id_tl,qwen3_8b,bare,mean,masked_minus_unrelated,33,7.07316432577191,5.567946064472199,8.656677181251121,0.9393939393939394
id_tl,qwen3_8b,bare,mean,full_minus_masked,33,8.13695581594595,6.058011172034524,10.232904565966491,0.9393939393939394
id_tl,qwen3_8b,bare,mean,full_minus_surface,33,5.2686668582345275,3.564249679968678,6.967291630319474,0.8484848484848485
id_tl,qwen3_8b,bare,sum,full_minus_unrelated,33,18.874511493186496,16.614826023991387,20.95429763071465,0.9696969696969697
id_tl,qwen3_8b,bare,sum,masked_minus_unrelated,33,9.305679133444121,7.531034981301336,11.102547324787487,0.9393939393939394
id_tl,qwen3_8b,bare,sum,full_minus_masked,33,9.568832359742373,6.994377940562978,11.910139934563741,0.9393939393939394
id_tl,qwen3_8b,bare,sum,full_minus_surface,33,8.006827024107968,5.78452538495714,10.30909245949429,0.9090909090909091
id_tl,qwen3_8b,definition,mean,full_minus_unrelated,33,1.6961127411235462,1.3585653976960614,2.0151379989855216,0.9696969696969697
id_tl,qwen3_8b,definition,mean,masked_minus_unrelated,33,0.7501241293820468,0.5402871370315552,0.9801606973012287,0.8787878787878788
id_tl,qwen3_8b,definition,mean,full_minus_masked,33,0.9459886117414995,0.7184696425091136,1.1538589542562312,0.8787878787878788
id_tl,qwen3_8b,definition,mean,full_minus_surface,33,0.38807766365282464,0.17443039670135035,0.6129425894130357,0.7272727272727273
id_tl,qwen3_8b,definition,sum,full_minus_unrelated,33,7.2412748047799775,5.996276927716805,8.52871931104949,0.9696969696969697
id_tl,qwen3_8b,definition,sum,masked_minus_unrelated,33,2.963365901600231,2.067220975413467,3.933640167929908,0.8787878787878788
id_tl,qwen3_8b,definition,sum,full_minus_masked,33,4.277908903179747,3.463950896985603,5.008920855955644,0.9090909090909091
id_tl,qwen3_8b,definition,sum,full_minus_surface,33,1.8243675809918027,0.8216112064592767,2.9194244442564035,0.7272727272727273
id_tl,qwen3_8b,refers,mean,full_minus_unrelated,33,1.6639064514275752,1.3804850202618224,1.933115155949737,0.9696969696969697
id_tl,qwen3_8b,refers,mean,masked_minus_unrelated,33,0.8096132422938491,0.5869156743540908,1.0349851676912019,0.9090909090909091
id_tl,qwen3_8b,refers,mean,full_minus_masked,33,0.8542932091337262,0.6151861909664038,1.0714915868007773,0.9393939393939394
id_tl,qwen3_8b,refers,mean,full_minus_surface,33,0.2664454561291319,0.028421675617044628,0.5034510572751363,0.7575757575757576
id_tl,qwen3_8b,refers,sum,full_minus_unrelated,33,8.619790568496242,7.326054282621905,9.912255772677334,1.0
id_tl,qwen3_8b,refers,sum,masked_minus_unrelated,33,4.0562841819994375,2.9340420202775435,5.264898201913544,0.9090909090909091
id_tl,qwen3_8b,refers,sum,full_minus_masked,33,4.563506386496804,3.3265079353794906,5.682549100933648,0.9696969696969697
id_tl,qwen3_8b,refers,sum,full_minus_surface,33,1.847042025941791,0.786371424703887,2.9571265914223392,0.7878787878787878
